"scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"Schuchertinia milleri","(Torrey, 1902)","","hedge-hog hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Hydractiniidae","","","Schuchertinia","milleri",,"",,"native","unlisted",,"1985-12-07","Andy Lamb","PMLS","",,"2018-06-19","Andy Lamb","PMLS","",,35,"confirmed","unobserved","reported as Clavactinia milleri",854771,"CNI"
"Scorpaenichthys marmoratus","(Ayres, 1854)","","cabezon","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Cottoidei","","Jordaniidae","","","Scorpaenichthys","marmoratus",,"",,"native","SNR",,"1973-09-20","Andy Lamb","PMLS","",,"2023-08-05","","iNaturalist","",,53,"confirmed","observed","",47638,"FIS"
"Scyra acutifrons","Dana, 1851","","sharpnose crab","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Majoidea","Epialtidae","Pisinae","","Scyra","acutifrons",,"",,"native","unlisted",,"1969-02-21","Andy Lamb","PMLS","",,"2023-09-10","","iNaturalist","",,184,"confirmed","observed","",47712,"ART"
"Sebastes auriculatus","Girard, 1854","","brown rockfish","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Scorpaenoidei","","Scorpaenidae","Sebastinae","","Sebastes","auriculatus",,"",,"native","SNR",,"1973-09-20","Andy Lamb","PMLS","",,"2013-10-23","Andy Lamb","PMLS","",,4,"confirmed","unobserved","",117541,"FIS"
"Sebastes caurinus","Richardson, 1844","","copper rockfish","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Scorpaenoidei","","Scorpaenidae","Sebastinae","","Sebastes","caurinus",,"",,"native","SNR",,"1968-08-02","Andy Lamb","PMLS","",,"2023-10-08","","iNaturalist","",,216,"confirmed","observed","",68597,"FIS"
"Sebastes diploproa","(Gilbert, 1890)","","splitnose rockfish","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Scorpaenoidei","","Scorpaenidae","Sebastinae","","Sebastes","diploproa",,"",,"native","SNR",,"1971-08-21","Andy Lamb","PMLS","",,"1971-08-21","Andy Lamb","PMLS","",,1,"reported","unobserved","",64448,"FIS"
"Sebastes elongatus","Ayres, 1859","","greenstriped rockfish","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Scorpaenoidei","","Scorpaenidae","Sebastinae","","Sebastes","elongatus",,"",,"native","SNR",,"2008-05-22","Jackson W.F. Chu","Chu & Leys (2010)","",,"2011-11-03","","iNaturalist","",,19,"confirmed","observed","",230755,"FIS"
"Sebastes emphaeus","(Starks, 1911)","","Puget Sound rockfish","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Scorpaenoidei","","Scorpaenidae","Sebastinae","","Sebastes","emphaeus",,"",,"native","SNR",,"1993-08-16","Andy Lamb","PMLS","",,"2023-08-09","","iNaturalist","",,112,"confirmed","observed","",64468,"FIS"
"Sebastes flavidus","(Ayres, 1862)","","yellowtail rockfish","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Scorpaenoidei","","Scorpaenidae","Sebastinae","","Sebastes","flavidus",,"",,"native","SNR",,"1971-08-21","Andy Lamb","PMLS","",,"2022-05-28","","iNaturalist","",,40,"confirmed","observed","",64477,"FIS"
"Sebastes maliger","(Jordan & Gilbert, 1880)","","quillback rockfish","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Scorpaenoidei","","Scorpaenidae","Sebastinae","","Sebastes","maliger",,"",,"native","SNR",,"1971-08-21","Andy Lamb","PMLS","",,"2023-09-10","","iNaturalist","",,227,"confirmed","observed","",63386,"FIS"
"Sebastes melanops","Girard, 1856","","black rockfish","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Scorpaenoidei","","Scorpaenidae","Sebastinae","","Sebastes","melanops",,"",,"native","SNR",,"1993-08-16","Andy Lamb","PMLS","",,"2017-06-30","Andy Lamb","PMLS","",,12,"confirmed","unobserved","",47760,"FIS"
"Sebastes nigrocinctus","Ayres, 1859","","tiger rockfish","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Scorpaenoidei","","Scorpaenidae","Sebastinae","","Sebastes","nigrocinctus",,"",,"native","SNR",,"1971-08-21","Andy Lamb","PMLS","",,"2017-08-22","Andy Lamb","PMLS","",,76,"confirmed","unobserved","",230757,"FIS"
"Sebastes proriger","(Jordan & Gilbert, 1880)","","redstripe rockfish","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Scorpaenoidei","","Scorpaenidae","Sebastinae","","Sebastes","proriger",,"",,"native","SNR",,"2008-05-22","Jackson W.F. Chu","Chu & Leys (2010)","",,"2011-11-03","","iNaturalist","",,55,"confirmed","observed","",64457,"FIS"
"Sebastes ruberrimus","(Cramer, 1895)","","yellow-eye rockfish","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Scorpaenoidei","","Scorpaenidae","Sebastinae","","Sebastes","ruberrimus",,"",,"native","SNR",,"1973-09-21","Andy Lamb","PMLS","",,"2017-08-22","Andy Lamb","PMLS","",,71,"confirmed","observed","",63695,"FIS"
"Semele rubropicta","Dall, 1871","","rose-painted clam","Animalia","Mollusca","","","Bivalvia","Autobranchia","Imparidentia","Cardiida","","Tellinoidea","Semelidae","","","Semele","rubropicta",,"",,"native","unlisted",,"2008-10-07","Andy Lamb","PMLS","",,"2011-11-18","Andy Lamb","PMLS","",,4,"confirmed","unobserved","",371110,"MOL"
"Semibalanus cariosus","(Pallas, 1788)","","thatched acorn barnacle","Animalia","Arthropoda","Crustacea","Multicrustacea","Hexanauplia","Thecostraca","Thoracicalcarea","Balanomorpha","","Balanoidea","Balanidae","","","Semibalanus","cariosus",,"",,"native","unlisted",,"1994-09-10","Andy Lamb","PMLS","",,"2023-06-04","","iNaturalist","",,21,"confirmed","observed","",47658,"ART"
"Semisuberites cribrosa","(Miklucho-Maclay, 1870)","","funnel sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Poecilosclerida","","","Esperiopsidae","","","Semisuberites","cribrosa",,"",,"native","unlisted",,"1985-08-02","Andy Lamb","PMLS","",,"2013-10-20","Andy Lamb","PMLS","",,58,"confirmed","unobserved","",194571,"POR"
"Serpula columbiana","Johnson, 1901","","red-trumpet calcareous tubeworm","Animalia","Annelida","","","Polychaeta","Sedentaria","","Sabellida","","","Serpulidae","","","Serpula","columbiana",,"",,"native","unlisted",,"1969-02-21","Andy Lamb","PMLS","",,"2023-07-22","","iNaturalist","",,214,"confirmed","observed","",131207,"WOR"
"Sertularella sp.","","","garland hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Leptothecata","","Sertularioidea","Sertularellidae","","","Sertularella","",,"",,"","",,"1985-08-02","Andy Lamb","PMLS","",,"2023-09-09","","iNaturalist","",,2,"confirmed","observed","",60656,"CNI"
"Similiclava nivea","Calder, Choong & McDaniel, 2015","","white hydroid","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Similiclavidae","","","Similiclava","nivea",,"",,"native","unlisted",,"1985-08-02","Andy Lamb","PMLS","",,"2019-03-11","Andy Lamb","PMLS","",,68,"confirmed","unobserved","",873890,"CNI"
"Solaster dawsoni","Verrill, 1880","","morning sun star","Animalia","Echinodermata","Asterozoa","","Asteroidea","","Valvatacea","Valvatida","","","Solasteridae","","","Solaster","dawsoni",,"",,"native","unlisted",,"1969-02-21","Andy Lamb","PMLS","",,"2014-01-03","Andy Lamb","PMLS","",,119,"confirmed","unobserved","",117692,"ECH"
"Solaster endeca","(Linnaeus, 1771)","","northern sun star","Animalia","Echinodermata","Asterozoa","","Asteroidea","","Valvatacea","Valvatida","","","Solasteridae","","","Solaster","endeca",,"",,"native","unlisted",,"2006-06-23","Andy Lamb","PMLS","",,"2017-03-18","Andy Lamb","PMLS","",,12,"confirmed","unobserved","",371725,"ECH"
"Solaster stimpsoni","Verrill, 1880","","striped sun star","Animalia","Echinodermata","Asterozoa","","Asteroidea","","Valvatacea","Valvatida","","","Solasteridae","","","Solaster","stimpsoni",,"",,"native","unlisted",,"1969-02-21","Andy Lamb","PMLS","",,"2016-02-27","Andy Lamb","PMLS","",,142,"confirmed","observed","",208013,"ECH"
"Solen sicarius","Gould, 1850","","sickle jackknife-clam","Animalia","Mollusca","","","Bivalvia","Autobranchia","Imparidentia","Adapedonta","","Solenoidea","Solenidae","","","Solen","sicarius",,"",,"native","unlisted",,"2007-12-09","Andy Lamb","PMLS","",,"2016-01-23","Andy Lamb","PMLS","",,2,"confirmed","unobserved","",54529,"MOL"
"Solidobalanus engbergi","(Pilsbry, 1921)","","","Animalia","Arthropoda","Crustacea","Multicrustacea","Hexanauplia","Thecostraca","Thoracicalcarea","Balanomorpha","","Balanoidea","Balanidae","","","Solidobalanus","engbergi",,"",,"","",,"2008-11-09","","iNaturalist","",,"2008-11-09","","iNaturalist","",,1,"reported","observed","",448123,"ART"
"Solmissus sp.","","","scalloped jelly","Animalia","Cnidaria","","","Hydrozoa","Trachylinae","","Narcomedusae","","","Cuninidae","","","Solmissus","",,"",,"","",,"2009-04-04","Andy Lamb","PMLS","",,"2009-04-04","Andy Lamb","PMLS","",,1,"reported","unobserved","",247208,"CNI"
"Solmundaegina nematophora","Lindsay, 2017","","four tentacled jelly","Animalia","Cnidaria","","","Hydrozoa","Trachylinae","","Narcomedusae","","","Solmundaeginidae","","","Solmundaegina","nematophora",,"",,"native","unlisted",,"2009-04-04","Andy Lamb","PMLS","",,"2021-03-27","","iNaturalist","",,2,"confirmed","observed","",1156476,"CNI"
"Spiochaetopterus costarum pottsi","(Berkeley, 1927)","","jointed three-section tubeworm","Animalia","Annelida","","","Polychaeta","Sedentaria","","","","","Chaetopteridae","","","Spiochaetopterus","costarum",,"pottsi",,"native","unlisted",,"1985-12-07","Andy Lamb","PMLS","",,"2018-06-19","Andy Lamb","PMLS","",,17,"confirmed","unobserved","misspelled Spiochaeopterus costarum",552559,"WOR"
"Spirontocaris prionota","(Stimpson, 1864)","","deep blade shrimp","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Alpheoidea","Thoridae","","","Spirontocaris","prionota",,"",,"native","unlisted",,"1986-09-30","","RBCM","986-00197-023",,"1986-09-30","","RBCM","986-00197-023",,1,"reported","unobserved","",424249,"ART"
"Squalus suckleyi","(Girard, 1855)","","Pacific spiny dogfish shark","Animalia","Chordata","Vertebrata","","Elasmobranchii","Neoselachii","Squalomorphi","Squaliformes","","","Squalidae","","","Squalus","suckleyi",,"",,"native","SNR",,"1973-09-20","Andy Lamb","PMLS","",,"2023-08-09","","iNaturalist","",,9,"confirmed","observed","reported as Squalus acanthias in CMN catalogue",201523,"FIS"
"Stagnicola sp.","","","pond snail","Animalia","Mollusca","","","Gastropoda","Heterobranchia","Hygrophila","","","Lymnaeoidea","Lymnaeidae","Lymnaeinae","","Stagnicola","",,"",,"","",,"2016-07-13","","iNaturalist","",,"2017-03-18","","iNaturalist","",,2,"new 2016","observed","",92192,"MOL"
"Stomotoca atra","L. Agassiz, 1862","","hanging stomach jelly","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Pandeidae","","","Stomotoca","atra",,"",,"native","unlisted",,"2015-07-07","","iNaturalist","",,"2017-05-30","","iNaturalist","",,2,"confirmed","observed","",255140,"CNI"
"Stomphia coccinea","(Müller, 1776)","","spotted swimming anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Actinostoloidea","Actinostolidae","","","Stomphia","coccinea",,"",,"native","unlisted",,"2008-04-27","Andy Lamb","PMLS","",,"2009-04-04","Andy Lamb","PMLS","",,2,"confirmed","unobserved","",459981,"CNI"
"Stomphia didemon","Siebert, 1973","","swimming anemone","Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","Actinostoloidea","Actinostolidae","","","Stomphia","didemon",,"",,"native","unlisted",,"1971-08-21","Andy Lamb","PMLS","",,"2017-08-22","Andy Lamb","PMLS","",,32,"confirmed","unobserved","",501276,"CNI"
"Strongylocentrotus droebachiensis","(O.F. Müller, 1776)","","green sea urchin","Animalia","Echinodermata","Echinozoa","","Echinoidea","Euechinoidea","","Camarodonta","","Odontophora","Strongylocentrotidae","","","Strongylocentrotus","droebachiensis",,"",,"native","unlisted",,"1969-02-21","Andy Lamb","PMLS","",,"2023-10-08","","iNaturalist","",,196,"confirmed","observed","",120070,"ECH"
"Strongylocentrotus pallidus","(G.O. Sars, 1871)","","white sea urchin","Animalia","Echinodermata","Echinozoa","","Echinoidea","Euechinoidea","","Camarodonta","","Odontophora","Strongylocentrotidae","","","Strongylocentrotus","pallidus",,"",,"native","unlisted",,"1986-04-08","","RBCM","986-00191-013",,"2005-12-10","Andy Lamb","PMLS","",,3,"confirmed","unobserved","",129221,"ECH"
"Strongylocentrotus purpuratus","(Stimpson, 1857)","","purple urchin","Animalia","Echinodermata","Echinozoa","","Echinoidea","Euechinoidea","","Camarodonta","","Odontophora","Strongylocentrotidae","","","Strongylocentrotus","purpuratus",,"",,"native","unlisted",,"1986-04-08","","RBCM","986-00191-012",,"1986-04-08","","RBCM","986-00191-012",,1,"reported","unobserved","",48035,"ECH"
"Styela gibbsii","Stimpson, 1864","","brown tunicate","Animalia","Chordata","Tunicata","","Ascidiacea","","","Stolidobranchia","","","Styelidae","","","Styela","gibbsii",,"",,"native","unlisted",,"1985-07-29","Andy Lamb","PMLS","",,"2019-03-17","Andy Lamb","PMLS","",,50,"confirmed","unobserved","",521988,"TUN"
"Styela montereyensis","(Dall, 1872)","","stalked tunicate","Animalia","Chordata","Tunicata","","Ascidiacea","","","Stolidobranchia","","","Styelidae","","","Styela","montereyensis",,"",,"native","unlisted",,"1978-02-19","","iNaturalist","",,"2015-05-16","","iNaturalist","",,2,"confirmed","observed","",333922,"TUN"
"Stylantheca papillosa","(Dall, 1884)","","encrusting hydrocoral","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Stylasteridae","","","Stylantheca","papillosa",,"",,"native","unlisted",,"1978-02-19","","iNaturalist","",,"2019-03-11","Andy Lamb","PMLS","",,76,"confirmed","observed","",131205,"CNI"
"Stylaster verrillii","(Dall, 1884)","","","Animalia","Cnidaria","","","Hydrozoa","Hydroidolina","","Anthoathecata","Filifera","","Stylasteridae","","","Stylaster","verrillii",,"",,"native","unlisted",,"2007-10-23","","iNaturalist","",,"2007-10-23","","iNaturalist","",,2,"confirmed","observed","https://static.inaturalist.org/photos/95758142/large.jpeg?1600374698",459985,"CNI"
"Stylasterias forreri","(de Loriol, 1887)","","velcro star","Animalia","Echinodermata","Asterozoa","","Asteroidea","","Forcipulatacea","Forcipulatida","","","Asteriidae","","","Stylasterias","forreri",,"",,"native","unlisted",,"1973-09-20","Andy Lamb","PMLS","",,"2011-09-07","Andy Lamb","PMLS","",,22,"confirmed","unobserved","",255883,"ECH"
"Stylatula elongata","Verrill, 1864","","spiny white sea pen","Animalia","Cnidaria","","","Anthozoa","Octocorallia","","Scleralcyonacea","","Pennatuloidea","Virgulariidae","","","Stylatula","elongata",,"",,"native","unlisted",,"2016-01-23","Andy Lamb","PMLS","",,"2023-04-22","","iNaturalist","",,2,"new 2016","observed","",61459,"CNI"
"Suberites concinnus","Lambe, 1895","","peach ball sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Suberitida","","","Suberitidae","","","Suberites","concinnus",,"",,"native","unlisted",,"1985-08-02","Andy Lamb","PMLS","",,"2012-08-09","Andy Lamb","PMLS","",,9,"confirmed","unobserved","",873889,"POR"
"Suberites latus","Lambe, 1893","","hermit crab sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Suberitida","","","Suberitidae","","","Suberites","latus",,"",,"native","unlisted",,"2007-12-29","Andy Lamb","PMLS","",,"2008-09-19","Andy Lamb","PMLS","",,2,"confirmed","unobserved","",473057,"POR"
"Sycon sp.","","","tiny vase sponge","Animalia","Porifera","","","Calcarea","Calcaronea","","Leucosolenida","","","Syconidae","","","Sycon","",,"",,"","",,"1994-10-07","Andy Lamb","PMLS","",,"2016-02-07","Andy Lamb","PMLS","",,20,"confirmed","unobserved","",347738,"POR"
"Synchirus gilli","Bean, 1890","","manacled sculpin","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Perciformes","Cottoidei","","Psychrolutidae","Psychrolutinae","","Synchirus","gilli",,"",,"native","SNR",,"1996-09-28","Charlie Gibbs","PMLS","",,"2009-01-04","Andy Lamb","PMLS","",,3,"confirmed","unobserved","",232130,"FIS"
"Syngnathus californiensis","D. H. Storer (fr), 1845","","kelp pipefish","Animalia","Chordata","Vertebrata","","Actinopterygii","","","Syngnathiformes","Syngnathoidei","","Syngnathidae","Syngnathinae","","Syngnathus","californiensis",,"",,"native","SNR",,"1985-12-07","Andy Lamb","PMLS","",,"2023-08-06","","iNaturalist","",,18,"confirmed","observed","reported Syngnathus leptorhynchus",117570,"FIS"
"Synoicum parfustis","(Ritter & Forsyth, 1917)","","peach-coloured compound tunicate","Animalia","Chordata","Tunicata","","Ascidiacea","","","Aplousobranchia","","","Polyclinidae","","","Synoicum","parfustis",,"",,"native","unlisted",,"1999-07-31","Charlie Gibbs","PMLS","",,"2008-05-30","Andy Lamb","PMLS","",,3,"confirmed","unobserved","",424278,"TUN"
"Tegula funebralis","(A. Adams, 1855)","","black tegula","Animalia","Mollusca","","","Gastropoda","Vetigastropoda","","Trochida","","Trochoidea","Tegulidae","","","Tegula","funebralis",,"",,"native","unlisted",,"2019-05-05","","iNaturalist","",,"2019-05-05","","iNaturalist","",,1,"new 2019","observed","",460365,"MOL"
"Telmessus cheiragonus","(Tilesius, 1815)","","helmet crab","Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Cheiragonoidea","Cheiragonidae","","","Telmessus","cheiragonus",,"",,"native","unlisted",,"1996-05-29","Charlie Gibbs","PMLS","",,"2023-06-27","","iNaturalist","",,33,"confirmed","observed","",180391,"ART"
"Terebratalia transversa","(Sowerby, 1846)","","transverse lamp shell","Animalia","Brachiopoda","Rhynchonelliformea","","Rhynchonellata","","","Terebratulida","Terebratellidina","Laqueoidea","Terebrataliidae","Terebrataliinae","","Terebratalia","transversa",,"",,"native","unlisted",,"1981-05-31","Andy Lamb","PMLS","",,"2019-05-05","Stefania Gorgopa","PMLS","",,41,"confirmed","unobserved","",122157,"LOP"
"Tethya californiana","Laubenfels, 1932","","orange rough ball sponge","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Tethyida","","","Tethyidae","","","Tethya","californiana",,"",,"native","unlisted",,"1981-05-31","Andy Lamb","PMLS","",,"1981-05-31","Andy Lamb","PMLS","",,1,"reported","unobserved","",127233,"POR"
"Tetilla sp.","","","","Animalia","Porifera","","","Demospongiae","Heteroscleromorpha","","Tetractinellida","Spirophorina","","Tetillidae","","","Tetilla","",,"",,"","",,"2008-05-21","Jackson W.F. Chu","Chu & Leys (2010)","",,"2009-10-03","Jackson W.F. Chu","Chu & Leys (2010)","",,10,"confirmed","unobserved","",247194,"POR"
"Thelepus sp.","","","curly-head spaghetti worm","Animalia","Annelida","","","Polychaeta","Sedentaria","","Terebellida","Terebelliformia","","Terebellidae","Thelepodinae","","Thelepus","",,"",,"","",,"1985-08-02","Andy Lamb","PMLS","",,"2021-12-05","","iNaturalist","",,77,"confirmed","observed","",117588,"WOR"
